User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,Latitude,Longitude
48,6,-54.28210748,35.19208338,12900.99397,14199.87234,73.50887114,30.72517891,110.7785837
49,6,-44.31313851,47.03464388,13900.04508,15199.62429,74.23625311,4.565066202,98.72145286
50,6,-65.58080224,23.19044877,11499.74448,12799.39301,74.30620065,14.50191418,110.5731503
51,6,-61.79162193,27.9638013,11900.69622,13199.8548,75.89940546,-10.528147,161.7852673
52,6,-74.03547249,28.83363939,10001.35311,12000.69325,59.07137349,-78.03058033,164.2523305
53,6,-73.54048196,27.71250339,10500.71495,12500.85965,74.1965474,-5.309791157,-129.8519678
54,6,-55.70177288,34.71188926,12601.19715,13900.54618,74.92993297,85.40167152,10.17832932
55,6,-51.55704999,37.46743206,12898.69738,14200.62619,74.42991035,-84.78130693,12.10437481
56,6,-67.77817761,24.62888033,11199.57441,12498.756,76.00320956,15.72555524,-93.95294336
57,6,-68.5008594,21.97359811,11199.95806,12500.04894,76.07454278,-66.65786142,-82.82065522
58,6,-64.92137187,22.28491876,11399.94876,12701.18574,72.22541664,52.87920746,17.82478279
59,6,-43.85657211,44.46189068,13698.72178,14999.12431,74.00723055,-42.16844819,176.5845665
60,6,-43.50631013,49.89500094,14099.8238,15399.49093,75.34608347,77.41922364,29.55600599
61,6,-79.47595083,31.58856959,10500.65289,12300.42716,70.50583979,-4.880444782,-124.2536652
62,6,-55.89822332,33.35920097,12398.29791,13701.01091,73.61966777,82.90377449,14.84197092
63,6,-49.19918115,40.12920023,13200.56296,14500.4259,76.09676472,86.97160825,-82.35422224
64,6,-49.55707938,43.06367066,13300.01262,14599.77692,74.1252262,-51.03576737,-2.033723282
65,6,-66.28391545,25.62077501,11799.81221,13099.8677,75.31546615,55.670586,-173.0185724
66,6,-81.62450339,29.95034471,10300.563,12099.22131,69.31934593,11.75422056,-77.24480064
67,6,-51.36987213,38.75227106,13099.46979,14401.1405,76.8557144,75.19220305,139.1323702
68,6,-77.82698742,30.9543297,11000.05079,13000.68425,74.05277444,8.750399925,128.4680207
69,6,-76.24043683,30.86110974,12000.27736,14001.25807,68.80555404,0.636415667,-134.1529171
70,6,-39.78526227,49.3703216,14301.13486,15599.96279,74.81620057,46.13747242,-87.51990001
71,6,-77.64706848,31.91186241,11002.33424,12999.06572,75.21653196,89.95634981,-121.4679775
72,6,-66.57882578,25.14082715,11499.79,12800.47871,74.87949336,7.223823154,122.7829281
73,6,-68.16581602,24.61266864,10999.14313,12500.42387,75.81531389,79.04573151,8.261748721
74,6,-65.62891305,24.75053012,11499.28266,12802.64535,74.45050267,-43.79493771,149.3502269
75,6,-62.48635423,23.73669884,11701.63921,12999.30265,73.75985536,61.73646789,-155.7590712
76,6,-62.00754753,27.93790204,12101.66638,13400.14106,74.7965464,29.31072987,42.11768919
77,6,-65.24566368,28.28644574,11100.68374,12400.06541,75.8262448,-15.08122949,12.62888663
78,6,-68.14453466,25.37581479,11399.77402,12700.21456,73.54530613,-78.40138144,-157.408949
79,6,-79.91051935,27.26894637,10501.34395,12301.61698,70.26153957,80.31379608,178.4368541
80,6,-65.86848603,25.77632213,11199.42687,12800.06547,75.79059361,22.20010014,-21.1161625
81,6,-62.31501409,26.63271186,11800.53516,13099.10291,74.52584759,12.89836865,-168.6115731
82,6,-68.42918999,24.42257007,10998.76527,12499.63881,75.38547989,-66.95165531,147.0839389
83,6,-67.27004018,26.85100002,11298.63484,12599.44107,74.21076098,-32.80505761,-67.78628901
84,6,-64.20324067,28.4448595,11900.40826,13199.18612,75.15806514,-40.81166167,-179.4812583
85,6,-80.19894722,28.5593665,11000.53408,12501.95359,81.69432832,42.67495535,-14.9513037
86,6,-55.39556232,33.98100188,12600.91566,13899.31647,76.35870723,-15.32475549,35.85342052
87,6,-47.24030333,42.3258102,13500.20341,14798.93058,73.72383484,-80.69825142,50.40953361
88,6,-67.34072389,22.94253808,11201.16056,12802.24095,74.06701556,-82.11510716,97.38061561
89,6,-77.2828075,28.49447685,10199.89492,12199.92987,76.29682083,-59.89327194,105.7606645
90,6,-59.32130045,29.19550216,12199.85495,13500.69777,75.2023229,-15.80303796,58.04017175
91,6,-49.25163697,40.00066927,13301.69955,14601.34251,74.71378377,54.98083542,9.050717002
92,6,-66.29138373,25.93220492,10999.77181,12298.79155,73.76549567,-72.10965816,146.1962732
93,6,-81.11011783,27.58856614,10700.77926,12200.12136,68.97531541,67.85783886,-165.8723877
94,6,-42.06190023,50.37226978,14198.15481,15499.81402,75.12914587,7.770573753,126.5317265
95,6,-49.68330581,37.82009683,13101.36404,14400.93571,73.91736883,68.15616168,132.6772046
96,6,-54.17197421,35.2455386,12802.16976,14100.5782,73.80437566,-2.211266485,-28.56833913
97,6,-62.54075419,27.52178374,11900.22639,13200.20707,75.79913028,51.66629046,139.9896375
98,6,-63.16649931,27.07043708,11999.65496,13300.0327,75.90247952,-35.36549943,-53.91625771
99,6,-67.75545922,23.95160342,10899.30439,12400.11099,73.37683941,-75.03881959,-9.109067864
100,6,-49.22681529,39.7603936,13200.72844,14498.17725,75.60888427,-68.74181192,158.8911756
101,6,-78.02563969,30.47350502,10200.8346,12201.06235,74.94585872,-30.38837937,-173.0409567
102,6,-69.16974715,25.16870521,11001.26728,12498.2396,74.2520515,89.21903935,-44.44006418
103,6,-46.5499793,44.13441899,13501.20657,14800.09123,73.49953476,57.8524631,-88.25921402
104,6,-63.39559162,26.27747097,11797.7423,13099.34375,75.92178771,-79.38699001,-60.84175245
105,6,-66.4816705,22.82034898,11398.96603,12700.20501,75.52553754,1.124689928,98.26240843
106,6,-74.06071185,30.65919311,9999.916398,14999.31158,69.30048673,17.52651327,158.9818561
107,6,-53.79983976,34.96864901,12700.73422,13999.40958,75.94370965,83.96602527,42.27590051
108,6,-77.60839237,29.04498319,10499.20182,12301.65674,71.64803402,17.18344409,-165.629925
109,6,-65.96182438,24.70120491,11199.6224,12499.70064,73.44269893,5.493599369,-109.0354277
110,6,-67.64162362,24.12238178,11201.69001,12800.34605,76.43271214,-87.57448818,-24.81958039
111,6,-74.63680285,28.10529674,10000.00622,14998.89147,69.61387527,-2.645239969,-46.2638181
112,6,-69.77161996,25.34366762,10199.59565,12600.01285,78.44199367,40.55037627,146.4084174
113,6,-67.3699332,28.61235606,11299.34225,12599.46745,75.07085223,53.44686104,23.0149127
114,6,-49.43172695,39.18477986,13202.32521,14499.7262,74.80151518,-70.18060672,137.1969372
115,6,-56.65908783,32.22677192,12501.31426,13799.91906,75.39116235,-26.91930581,130.8502535
116,6,-63.14843387,26.28715275,11800.83956,13097.72435,75.28299387,-25.85153234,-137.2953395
117,6,-79.99911016,29.24610793,10300.5806,12101.19285,71.03666838,11.37149724,-114.826573
118,6,-77.71457532,30.33629778,10199.23838,12198.68576,72.99221593,75.01416045,53.17677249
119,6,-53.46980863,36.53351879,12897.49077,14198.26208,73.97897764,-67.08683302,-115.2965169
120,6,-65.46778701,23.46013961,11199.07556,12499.99224,74.0989724,72.53322481,-89.59168062
121,6,-45.06889481,47.90209953,14001.88417,15299.52935,73.25736772,-51.9589531,-66.46230445
122,6,-78.08929766,29.60427417,10198.85251,12198.9778,74.95689495,74.62383321,-108.2768851
123,6,-65.78070775,23.16077208,11398.5631,12698.44858,75.69805756,-24.70351521,-1.139420874
124,6,-65.86024729,25.82094283,11499.78922,12802.18676,75.33744299,-25.58581948,142.9457504
125,6,-64.47078551,23.53941251,11701.09165,12999.25274,76.51186998,-77.61067054,-86.49838158
126,6,-66.87839139,25.50831709,11001.00404,12299.73471,76.20373126,21.71872171,125.9773875
127,6,-39.935613,51.45761358,14400.208,15699.65342,75.76253508,18.77721589,-122.88197
128,6,-61.35492432,28.0101663,12100.5339,13399.71814,75.58935885,-51.44255922,-18.01412733
129,6,-64.51565995,24.35470849,11600.87734,12900.16435,75.06850118,13.63316355,-4.223444901
130,6,-81.94687411,26.03171954,10800.70238,12000.17669,70.09819412,-39.46732618,-92.58653534
131,6,-72.13395585,26.29712114,10800.32574,12798.81276,73.28340027,44.01515682,-26.48114007
132,6,-58.95847657,30.58474791,12299.74759,13599.55186,72.77053855,53.56454334,-160.1353945
133,6,-46.07464033,44.04951431,13501.44383,14800.07414,75.3547056,24.29028565,-87.85455268
134,6,-82.76276714,27.54710378,10801.10519,11997.60612,70.87015652,0.786758673,-128.28185
135,6,-44.42835985,44.63532539,13700.02324,14999.64418,75.42891668,-9.706015749,-20.97761467
136,6,-73.67845581,24.74353275,10201.82316,12599.90545,79.13461751,28.00882054,159.42055
137,6,-61.55516615,29.01310701,12000.1886,13301.42602,75.97292534,27.61727693,-114.8721174
138,6,-66.86673766,23.11627968,11398.76417,12699.16731,74.35016052,-24.55868786,158.1461496
139,6,-84.13208562,29.06333106,10699.35454,12200.15621,70.46029288,-26.66254724,-101.4602676
140,6,-63.9305834,24.53533974,11600.95782,12898.92792,75.94326939,-85.12303412,-145.4362471
141,6,-46.76511549,42.47936442,13497.42013,14798.36125,74.84411826,-59.68906107,86.86351551
142,6,-65.86640478,22.07307346,11400.42948,12699.66045,75.53165925,-50.04499198,79.16207538
143,6,-42.3778158,48.04305156,14000.0853,15299.39667,75.26729695,-22.26942345,164.9291588
144,6,-84.4395953,24.55469788,10899.72602,12099.97309,70.37117917,10.53219725,146.4089895
145,6,-66.86002,23.31520506,11201.34306,12500.21817,75.4039188,-4.265104771,-27.71111702
146,6,-66.34460369,24.76350626,11200.0902,12500.757,76.00106093,-22.69127687,-118.4112657
147,6,-42.82260664,48.00278747,13998.89175,15300.2144,75.19314825,25.13564363,-114.6891708
148,6,-51.4178816,40.36142303,13099.99573,14399.16648,73.92778491,9.79720853,-5.163030398
149,6,-66.45721923,23.96451863,11599.21969,12899.95777,75.03513728,49.27301385,-40.13698714
150,6,-66.19920087,24.43467306,11199.32649,12499.57031,75.64650631,6.019317755,35.46126584
151,6,-46.59084192,42.60068467,13700.88055,14999.40486,76.34738633,39.72013006,145.3092174
152,6,-71.74296849,28.32645628,10498.38503,12500.20994,74.46476781,-26.15540959,-107.2470531
153,6,-67.78471539,23.02967206,11401.17133,12700.231,74.42617333,-0.035358373,44.55596254
154,6,-43.69333623,46.23820372,13900.01777,15201.3694,76.18663241,67.49400384,-77.75211807
155,6,-58.54104594,31.42366516,12400.61273,13700.1964,77.2319718,-46.93163876,95.65373822
156,6,-52.93510851,37.34178248,12899.309,14198.92165,75.16632997,-36.484238,-133.2776735
157,6,-83.92252859,27.24238798,10800.35846,12000.53806,71.317401,64.21889663,60.36176679
158,6,-62.28381505,28.36973682,11998.83136,13300.09545,74.1027877,-43.71225127,-131.596192
159,6,-70.32478874,28.1682517,10700.18185,12299.51346,77.98140467,46.92500989,-43.11086675
160,6,-66.06178812,29.30685413,11899.49175,13199.73911,77.24781083,82.49000384,102.0106728
161,6,-83.59298498,28.45498546,10801.64824,11999.39049,70.51341349,27.6432777,6.934969088
162,6,-67.66058459,24.8374637,11200.37551,12499.91788,76.01242074,48.23234904,63.29716563
163,6,-71.22708837,28.34789585,10803.15524,12800.89639,75.79102195,72.27289841,103.0040133
164,6,-77.90453399,28.72713098,10997.7781,12499.2244,80.53179091,-70.63727169,-48.5220669
165,6,-63.30449584,23.58107286,11800.26206,13099.97046,74.8622905,-65.70388327,67.7477061
166,6,-67.56124738,26.31156728,11001.56941,12501.83117,74.282316,13.60803557,49.29467918
167,6,-73.67039479,30.22266729,9998.957444,11998.97667,61.33993536,-46.07468426,-36.47713623
168,6,-41.17086109,51.63741045,14500.78763,15800.30942,73.25240933,-35.68087432,28.90900256
169,6,-66.40114058,26.14702066,11200.18272,12499.13801,74.39119371,16.55182997,31.36531791
170,6,-74.98512443,29.9151642,9999.013027,15002.45366,68.95602688,3.432616944,-30.0793958
171,6,-72.07683994,25.92782321,10199.82833,12601.75041,79.07420873,-17.29236844,47.07963314
172,6,-70.37503448,26.41267393,10200.47997,12601.11156,78.68506974,12.94502757,-58.21153429
173,6,-39.6087996,54.58309294,14501.12519,15800.38682,74.82257407,40.66641556,48.12385806
174,6,-76.68059754,28.95859347,10499.18031,12300.37869,70.95714003,-4.959590339,126.6343906
175,6,-68.97472883,27.70145051,10899.72842,12399.95913,74.70986595,40.25250086,137.2324263
176,6,-82.13013357,28.02746419,10801.21701,11999.75338,67.47788062,-17.18257866,105.4095383
177,6,-69.72527638,27.80474122,10199.15526,12600.44871,80.18360829,69.0348478,-36.26157901
178,6,-69.35394804,28.59129629,10699.26962,12300.95184,74.37866718,-81.79272018,-144.0455388
179,6,-68.30110969,24.50138097,11200.99125,12498.67731,75.39834356,-20.19470459,121.6705437
180,6,-71.39042771,25.73159676,10200.46755,12599.47282,80.29400002,-81.33446907,-21.63883468
181,6,-62.6110847,26.20634038,11999.02066,13298.35399,73.98939181,-41.6535169,115.7793182
182,6,-82.99660176,26.86367669,10799.40247,11998.9402,70.20648386,89.12991129,97.35966744
183,6,-47.90612313,41.03923336,13399.11343,14700.6002,73.88865125,72.23168758,1.632719619
184,6,-77.25523054,31.15921498,10200.17086,12200.73399,74.8644475,17.58806198,-53.87643773
185,6,-60.47837349,30.0014177,12300.74717,13599.95382,74.58194508,30.2338575,-112.7780582
186,6,-51.32462002,38.17272903,13099.96156,14399.81585,74.28045947,-50.21153484,111.4939677
187,6,-51.00091711,38.87764547,13100.575,14399.39227,75.2434595,34.7996993,-49.22591084
188,6,-57.4405198,30.63818408,12400.16653,13701.02244,76.16975154,-80.61370375,83.69934349
189,6,-73.86982866,29.07373554,10001.14597,15001.1247,69.29887536,-17.8799481,71.21717984
190,6,-75.83875845,29.85976973,9999.219248,12000.25426,59.78491335,29.33952443,-54.78425666
191,6,-73.36416009,29.74946762,10000.38502,12000.36491,61.15000113,78.49346119,121.6574449
192,6,-44.67831864,45.59313807,13699.49711,15000.16541,75.96889962,58.12393417,76.75435134
193,6,-66.22236702,24.91339852,11499.47349,12800.38273,74.10423589,27.77245172,-167.4425936
194,6,-75.70453794,30.29272603,12000.17992,14000.77063,73.61231851,63.74278589,-167.7715523
195,6,-48.72756415,41.48369355,13299.96559,14599.93473,75.21348202,-39.06599044,-143.4005058
196,6,-84.70144911,20.31966051,150.3406441,174.1338776,91.24048741,82.89245359,86.76175326
197,6,-74.53140314,32.19172957,12003.17149,14001.1946,71.28954923,-58.99212972,-139.4895342
198,6,-84.70398774,17.62364137,149.8425792,175.092299,90.67079341,46.40908908,-84.31921365
199,6,-44.23167794,45.41393549,13798.93151,15099.59435,74.69692082,84.39721886,67.10993838
200,6,-66.88834243,24.77302083,11199.94514,12500.79939,75.31690651,-63.28093753,-41.59739627
201,6,-66.9759601,24.4009123,11200.71971,12500.54277,74.9783951,62.40907338,-178.7492087
202,6,-41.5886391,51.3634471,14197.99389,15501.47552,75.41867399,-44.4259616,131.572161
203,6,-65.89058351,23.93300988,10998.36286,12300.88483,74.59321346,34.33597707,-84.91391379
204,6,-74.1917991,31.10391663,10001.00011,14998.87311,70.62884341,-55.49319543,-169.6387333
205,6,-80.89417402,27.83326893,10697.67627,12198.83838,70.93941407,32.30855483,-46.79364298
206,6,-81.23918898,28.98548031,11000.00896,12500.36659,80.92195614,-79.48171243,-107.1807201
207,6,-74.84487443,32.68318423,11999.22533,14000.19819,69.42783694,28.58735872,-88.15793292
208,6,-80.05241301,31.38953391,11000.25688,12500.73483,79.04106404,21.11032006,141.7670107
209,6,-74.83266715,29.74911391,10000.47986,14999.38467,71.49107518,-66.39632803,-51.24176311
210,6,-56.06017056,34.72591994,12799.83531,14101.8562,75.05354233,0.457750827,-31.72300613
211,6,-84.89085255,18.69883909,150.1394806,173.4302277,90.45620042,-38.53681446,-68.13024899
212,6,-54.52919157,33.6851789,12700.07658,13999.73329,76.61355292,-74.12476812,-156.7917125
213,6,-40.50062402,53.16984937,14500.45671,15799.35244,76.27263242,55.73275323,-31.41300037
214,6,-73.37333103,28.59056928,10499.74163,12500.53142,74.94384358,54.42072109,35.26256384
215,6,-45.45854766,43.30079666,13498.84596,14800.10386,74.89917669,44.31141791,127.3874006
216,6,-83.78905784,24.20376569,10901.47283,12100.03207,69.81517835,72.43785152,32.12847907
217,6,-65.69215049,24.65209166,11499.04074,12800.56742,74.3251574,-72.55934034,-37.81817807
218,6,-57.00271154,31.76356628,12402.15189,13700.03359,75.29311826,82.28453214,-13.72344115
219,6,-44.82214961,46.18742819,13799.66014,15102.13831,74.80296408,66.0822678,-53.43771242
220,6,-60.19364737,30.11205101,12099.85844,13401.82864,74.50384118,59.17080579,50.66047378
221,6,-84.90984634,18.49126514,151.6439584,176.8537211,90.39068508,79.99296025,-55.78952637
222,6,-79.30444463,29.4157005,10199.62214,12199.83344,76.30222536,87.34018855,-148.8823124
223,6,-59.32231608,32.03570859,12398.94913,13699.65147,74.59727547,-55.00790163,-24.02262651
224,6,-66.93526569,23.70244786,11398.70661,12700.68612,76.44994747,-79.42423414,160.4159874
225,6,-60.06801344,28.29950684,12200.49162,13498.17391,72.71720612,11.21392116,174.6217117
226,6,-63.3832473,26.99545632,11799.69223,13100.26086,76.16951588,-86.95972227,37.07747628
227,6,-81.80513245,27.05322874,10700.3148,12200.9227,69.70629169,3.952820731,-177.8151575
228,6,-60.65054655,29.01795773,12100.06748,13402.20102,75.15034883,-82.57961027,128.0588997
229,6,-44.87865198,46.75369007,13798.6796,15097.84283,73.02770379,46.81690327,122.8564537
230,6,-59.9829425,31.24696125,12301.10859,13598.79203,75.03387735,9.147261991,-91.61488295
231,6,-62.53400519,27.03638329,11700.0785,13000.11384,76.76799352,-24.08416377,77.88429719
232,6,-75.42711921,32.90481714,11998.69928,13998.83306,70.57154236,-33.77464944,161.809236
233,6,-65.51782083,21.44421388,11399.64791,12699.8311,74.68133036,31.09740612,-45.75610487
234,6,-83.03144075,27.51713831,10799.69227,11999.94142,68.4011108,23.74612056,-149.0365054
235,6,-51.14989928,36.14759721,12898.97813,14201.39625,73.07728428,27.63589865,-156.8093935
236,6,-74.9239024,31.05921782,10000.15994,14998.94353,69.87286125,71.39737207,-50.90022182
237,6,-43.5374176,46.70300178,13700.51543,15001.8579,74.57748037,-16.82223751,-143.4257409
238,6,-59.25524631,30.12069005,12200.52178,13500.69685,74.25167514,27.13225936,9.222435761
239,6,-67.56798824,24.77871067,10998.85699,12499.74022,75.11088417,-5.322291446,-57.54810818
240,6,-42.85720411,47.32505482,13900.45115,15198.54159,76.31008461,62.81053264,92.88492986
241,6,-63.75461322,27.23179991,11800.52216,13099.42375,74.80021415,-50.87697763,-178.295599
242,6,-54.39428211,36.83578668,12799.55374,14100.90665,75.33444856,-71.08904118,75.38354397
243,6,-69.61489831,26.09959152,10700.63402,12299.24315,75.32250602,-68.78101282,34.38002731
244,6,-77.18587063,30.07333873,10200.92995,12200.24413,73.38798429,-13.71801335,88.11284658
245,6,-82.54574675,26.80901557,10800.12355,11998.87887,70.02985378,89.47515854,67.53933978
246,6,-42.28324614,50.66686444,14101.08434,15399.12877,75.5234522,-65.11077363,96.61751187
247,6,-45.58688707,46.27257004,13998.48093,15299.6161,75.47486795,-31.60106555,174.3188881
248,6,-68.58213196,24.42680134,11199.06784,12501.54216,74.45889216,-50.64848263,-69.98303475
249,6,-46.94374983,42.3757655,13401.19322,14699.88275,73.7309733,24.31766394,-115.0656907
250,6,-66.17926189,27.91352554,11300.02999,12600.21908,75.36245063,66.94098739,-155.1507283
251,6,-39.11236565,53.81606987,14499.26541,15801.4708,74.77576268,-26.33163377,-165.7133697
252,6,-67.46838244,24.22036357,11401.8197,12700.36973,77.36230571,-59.98648104,-132.6666033
253,6,-66.6573373,27.01286445,11099.00249,12399.65608,73.83623594,24.32341018,-124.9766505
254,6,-41.9757865,50.92484736,14202.89169,15499.77683,75.48607618,37.47130934,121.9613424
255,6,-39.1054617,53.46876572,14501.48969,15800.19159,75.2231956,-70.78038136,162.86036
256,6,-57.84966219,32.11723702,12499.86459,13799.02319,75.97195333,31.2789651,-28.17225109
257,6,-82.36098587,25.14916247,10900.24934,12101.34149,70.03019365,-45.64582513,138.0040615
258,6,-62.23897778,25.2146827,11799.80392,13099.13162,75.80103763,-43.4100213,-27.24870468
259,6,-44.50030898,44.28913415,13698.81374,14998.85996,76.77483322,-79.16438607,-26.22528629
260,6,-73.96315111,27.94186265,10000.30161,15000.71696,69.84186953,-65.28027146,147.6987022
261,6,-66.07345509,25.49051728,11600.77704,12898.47708,75.72450384,-26.46707866,-63.45842758
262,6,-71.12422928,26.40756083,10200.46637,12602.08575,80.19136299,-48.40817472,46.64569729
263,6,-68.54280192,25.33503721,11001.25702,12500.32936,75.71268076,-39.21963645,-97.22605231
264,6,-73.7112671,31.13891326,9999.535671,15000.36513,70.08312784,-40.94579017,-100.884634
265,6,-62.13795065,26.66763874,11900.76276,13200.60835,76.1243728,32.15371948,130.4611347
266,6,-48.20035898,43.03955067,13298.7957,14600.3529,75.49926728,28.56712621,64.04794275
267,6,-77.96500612,29.39268503,10199.4429,12199.25662,75.28007531,-10.07722272,29.3233479
268,6,-67.47631365,29.3600438,11299.52001,12600.65769,75.22262631,-68.39472685,-103.2877383
269,6,-53.89994255,36.87469082,12898.37769,14198.13452,74.26221416,-51.60953025,-38.54090405
270,6,-67.13546079,23.41723634,11199.36847,12501.11357,75.75011068,-67.5014974,-8.029065272
271,6,-66.64738092,25.09390018,11600.97832,12898.64266,74.67316227,-84.43024596,-96.23714219
272,6,-80.25810706,28.06355059,10301.56613,12099.2953,69.26306283,-24.75124748,176.3278711
273,6,-58.2274298,31.28105384,12300.30212,13601.21209,76.2528815,85.04379691,-44.11737367
274,6,-45.23522857,45.00779657,13597.77864,14898.45081,74.29640307,-9.819982304,-10.85188263
275,6,-68.86382912,24.99628106,11202.13917,12498.11914,74.74764148,19.97771836,24.22643396
276,6,-41.62598645,49.98576617,14298.67427,15601.58555,73.7929193,21.49614913,-33.05846318
277,6,-78.69931136,32.81609267,10998.96021,12999.23277,73.2076631,72.10367434,-115.6617569
278,6,-84.39611906,20.54966408,148.4898381,174.4314043,89.675909,-7.586044706,26.30603016
279,6,-77.86534794,30.6133332,10999.48964,12999.57075,75.22969332,71.10208206,-135.0082237
280,6,-63.06962643,25.10203412,11900.83035,13201.32317,75.95426956,41.59588165,-114.5080528
281,6,-74.97411943,30.13141218,9998.936373,11999.58345,59.66992877,-72.70290083,61.77451201
282,6,-42.11466891,48.99407264,14199.2612,15500.17117,75.57900823,-50.45401095,114.8716466
283,6,-64.05743986,26.51968402,11697.94161,13000.15582,74.34923462,-63.15186753,-141.0617165
284,6,-57.14938278,32.84921916,12599.80676,13901.33133,75.46467947,7.074813026,16.86271555
285,6,-65.17333112,22.93394871,11399.40438,12699.4828,75.51146474,-82.72620609,-81.00392312
286,6,-47.78104795,43.60840689,13500.39982,14799.53423,74.95016632,-68.1018884,13.38277908
287,6,-81.56486473,27.85990578,10500.20717,12301.57377,70.79909428,-75.62237719,-77.42486231
288,6,-75.73981251,28.07090701,9999.753494,14999.29308,70.58425592,67.49549292,-167.4771433
289,6,-60.08334964,31.67205251,12299.22904,13600.02018,74.67258505,69.86749468,-67.11092753
